Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,"Latitude (Grain size, sieving)","Longitude (Grain size, sieving)","Depth water [m] (Grain size, sieving/pipette)","Gravel [%] (Grain size, sieving/pipette, ...)","Sdst [%] (Grain size, sieving/pipette, ...)","Mudstone [%] (Grain size, sieving/pipette, ...)","Grain size mean [phi] (Grain size, sieving/pipette, ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/pipette, ...)","Kurt (Grain size, sieving/pipette, ...)"
323,674,674,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7629,-6.4977,-14,0,0.52,99.48,9.01,1.66,-0.51,3.1
324,675,675,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7835,-6.4707,-10,0.16,1.72,98.12,8.92,1.84,-0.86,4.46
325,677,677,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6716,-6.4951,-20,0,0.24,99.76,8.81,1.88,-0.51,2.5
326,678,678,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6577,-6.5187,-24,0,0.85,99.15,8.81,1.86,-0.56,2.77
327,679,679,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6445,-6.541,-30,0,1.49,98.51,5.97,1.84,1.52,4.49
328,680,680,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6285,-6.5693,-40,0,0.48,99.52,8.42,1.97,-0.2,2.07
329,681,681,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6118,-6.5949,-51,0,0.35,99.65,8.47,1.93,-0.14,1.99
330,682,682,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5954,-6.6253,-53,0,0.25,99.75,8.67,1.85,-0.26,2.15
331,683,683,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5842,-6.6416,-70,0,0.59,99.41,8.68,1.84,-0.26,2.27
332,684,684,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5739,-6.6653,-79,0,1.94,98.06,8.61,1.94,-0.39,2.46
333,685,685,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5629,-6.6777,-87,0,3.07,96.93,8.55,2,-0.5,2.7
334,686,686,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5524,-6.696,-98,0.11,3.06,96.83,8.5,2.08,-0.57,2.97
335,687,687,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5377,-6.72,-109,0,32.44,67.56,6.67,2.91,0.18,1.53
336,688,688,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5259,-6.7438,-133,0.03,51.44,48.54,5.45,2.92,0.77,2.15
337,689,689,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.517,-6.7653,-188,0.36,40.33,59.31,5.79,2.87,0.59,2.16
338,690,690,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5025,-6.7871,-255,0.51,66.84,32.65,4.47,2.37,1.47,5.26
339,691,691,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5352,-6.8078,-251,0,67.05,32.95,4.57,2.38,1.67,4.6
340,692,692,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5481,-6.7907,-191,0,46.8,53.2,5.49,2.85,0.82,2.24
341,693,693,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5603,-6.7763,-143,0,50.81,49.19,5.66,3.08,0.59,1.81
342,694,694,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5713,-6.7578,-116,0.25,37.97,61.78,6.43,3.06,0.19,1.62
343,695,695,2/6/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5823,-6.7418,-102,0.05,18.51,81.44,7.7,2.71,-0.46,2.06
344,749,749,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6352,-6.7467,-93,0,0,100,9.1,1.65,-0.49,2.71
345,750,750,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6218,-6.7596,-100,0,4.37,95.63,8.43,2.08,-0.59,3.14
346,751,751,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6095,-6.7746,-108,0.24,39.35,60.41,6.17,2.94,0.36,1.8
347,752,752,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5938,-6.7922,-130,0.09,40.94,58.97,6.16,3.03,0.29,1.67
348,753,753,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5749,-6.8103,-188,0,42.33,57.67,5.74,2.92,0.62,1.98
349,754,754,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.557,-6.8303,-269,0.13,61.03,38.83,4.75,2.42,1.52,4.18
350,755,755,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.5862,-6.8563,-279,0,69.31,30.69,4.31,2.23,1.84,5.57
351,756,756,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6014,-6.8358,-200,0,49.3,50.7,5.44,2.87,0.81,2.21
352,757,757,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6211,-6.8212,-138,1.2,53.33,45.46,5.41,3.15,0.45,2.32
353,758,758,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6361,-6.8052,-115,0,36.24,63.76,6.28,2.87,0.36,1.7
354,759,759,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6489,-6.7922,-107,0,0,100,9.01,1.64,-0.36,2.52
355,760,760,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.663,-6.843,-121,0.35,46.79,52.85,5.82,2.95,0.5,1.92
356,761,761,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6476,-6.8544,-161,5.77,35.18,59.05,5.84,3.77,-0.42,2.63
357,762,762,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6389,-6.8676,-204,0.29,40.95,58.76,5.96,2.98,0.46,1.86
358,763,763,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6255,-6.8728,-225,0.26,59.61,40.14,4.94,2.67,1.15,3.13
359,764,764,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.61,-6.8868,-318,0,62.94,37.06,4.53,2.3,1.67,4.89
360,765,765,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6364,-6.9445,-422,0.09,78.25,21.67,3.98,1.95,2.28,8.31
361,766,766,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6569,-6.9269,-318,0.01,61.4,38.58,4.58,2.44,1.48,4.21
362,767,767,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6756,-6.918,-239,0.17,45.45,54.38,5.65,2.89,0.69,2.11
363,768,768,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6959,-6.8926,-135,0,0,100,8.47,2.07,-0.32,2.04
364,769,769,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7166,-6.8739,-113,0,6.13,93.87,8,2.34,-0.32,2.11
365,770,770,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7603,-6.9117,-108,0,3.54,96.46,8.36,2.2,-0.53,2.69
366,771,771,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7393,-6.9255,-120,0,22.51,77.49,7.04,2.8,0.01,1.65
367,772,772,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7229,-6.9398,-157,18.01,26.85,55.15,4.7,4.87,-0.35,1.88
368,773,773,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7051,-6.9508,-233,0,34.5,65.5,6.4,3.01,0.23,1.61
369,774,774,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.6843,-6.97,-353,0,63.53,36.47,4.52,2.53,1.43,4.05
370,775,775,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7398,-6.9715,-175,7.17,38.9,53.93,5.18,3.94,-0.17,2.22
371,776,776,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.749,-6.9608,-130,12.02,36.08,51.9,4.85,4.41,-0.4,2.39
372,777,777,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7614,-6.9555,-121,0.29,25.33,74.37,6.83,2.91,-0.02,1.86
373,778,778,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7605,-7.0014,-176,0,16.15,83.85,7.42,2.69,-0.16,1.78
374,779,779,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7775,-6.9903,-127,0.13,45.64,54.24,5.76,2.9,0.58,1.99
375,780,780,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7975,-6.9793,-116,9.25,43.55,47.21,4.69,3.95,-0.05,2.32
376,781,781,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.834,-6.999,-110,0.52,42.49,56.98,5.65,2.97,0.47,2.14
377,782,782,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8219,-7.0084,-115,0.24,54.72,45.05,5.21,2.84,0.81,2.48
378,783,783,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7981,-7.0211,-130,1.36,17.02,81.62,7.16,3.03,-0.56,3.03
379,784,784,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7738,-7.0307,-197,0.43,15.05,84.52,7.28,2.83,-0.42,2.43
380,785,785,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.7997,-7.0455,-156,0,0,100,8.07,2.06,0.01,1.87
381,786,786,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8148,-7.0386,-128,0,0,100,8.55,1.96,-0.26,2.05
382,787,787,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8393,-7.026,-113,0,0,100,8.41,1.96,-0.17,2.03
383,788,788,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8572,-7.0159,-107,0,4.17,95.83,8.27,2.27,-0.53,2.61
384,789,789,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8769,-7.0084,-101,0,20.29,79.71,7.03,2.76,0.04,1.67
385,790,790,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9028,-6.9935,-88,0,57.02,42.98,5.16,2.71,1.05,2.75
386,791,791,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9382,-6.9753,-68,12.24,36.97,50.79,4.78,4.31,-0.33,2.4
387,792,792,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.972,-7.0296,-63,0.36,54.8,44.85,5.15,2.96,0.75,2.4
388,793,793,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9336,-7.0425,-86,0.11,39.71,60.18,6.08,2.96,0.39,1.78
389,794,794,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8937,-7.0591,-68,10.65,21.99,67.36,5.73,4.47,-0.83,2.94
390,795,795,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8777,-7.0641,-108,0,0,100,8.45,2.01,-0.23,1.99
391,796,796,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8655,-7.0679,-114,0,0,100,8.32,2.07,-0.18,1.92
392,797,797,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8459,-7.0741,-128,0,0,100,8.55,1.98,-0.28,2.03
393,798,798,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.835,-7.079,-136,0,0,100,8.48,2.01,-0.24,1.98
394,799,799,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8087,-7.1209,-270,0,0,100,8.29,2.09,-0.18,1.91
395,800,800,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8239,-7.0604,-134,5.86,30.18,63.96,5.87,3.79,-0.51,2.83
396,801,801,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8345,-7.055,-125,0,50.73,49.27,5.46,2.78,0.86,2.35
397,802,802,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8528,-7.0498,-114,0.18,50.47,49.34,5.47,3.06,0.58,2.33
398,803,803,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8669,-7.0444,-109,0,37,63,5.95,2.88,0.55,1.91
399,804,804,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8947,-7.0912,-103,1.07,41.77,57.16,5.87,3.15,0.27,2.04
400,805,805,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8694,-7.1005,-119,0.21,36.01,63.78,6.29,3.01,0.21,1.81
401,806,806,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8431,-7.1077,-152,0,7.97,92.03,7.97,2.48,-0.5,2.45
402,807,807,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8298,-7.143,-241,0,0,100,8.18,2.15,-0.14,1.82
403,808,808,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8552,-7.1356,-156,0,0,100,8.43,2.03,-0.21,1.94
404,809,809,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8796,-7.1289,-119,0,0,100,8.5,1.99,-0.24,2.01
405,810,810,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8944,-7.1237,-109,1.59,5.3,93.11,7.87,2.75,-1.1,4.65
406,811,811,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9147,-7.114,-99,0.72,21.39,77.88,7.02,2.93,-0.27,2.27
407,812,812,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9428,-7.1067,-90,0.07,38.11,61.82,6.23,3.04,0.24,1.76
408,813,813,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9756,-7.0993,-70,2.99,44.02,52.99,5.47,3.35,0.05,2.64
409,814,814,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0103,-7.0894,-52,0,35.28,64.72,5.97,2.89,0.52,1.89
410,815,815,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0657,-7.1514,-40,0,23.74,76.26,6.59,2.85,0.21,1.75
411,816,816,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0339,-7.1557,-49,0.41,46.4,53.19,5.65,3.17,0.38,1.91
412,817,817,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0023,-7.1581,-63,0.96,26.47,72.56,6.65,3.07,-0.14,2.15
413,818,818,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9713,-7.1602,-83,0,12.3,87.7,7.64,2.65,-0.36,2.12
414,819,819,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9409,-7.1683,-98,0,2.84,97.16,8,2.31,-0.21,1.89
415,820,820,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9114,-7.177,-110,0,0,100,8.48,2.19,-0.3,1.77
416,821,821,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8935,-7.1796,-122,0,0,100,8.28,2.1,-0.15,1.85
417,822,822,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8761,-7.1841,-150,0,0,100,8.51,1.97,-0.19,1.91
418,823,823,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8534,-7.1889,-233,0,0,100,8.41,2.06,-0.24,1.92
419,824,824,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8485,-7.1646,-218,0.05,25.37,74.58,6.77,2.93,0,1.77
420,825,825,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8747,-7.1582,-137,1.37,42.91,55.72,5.77,3.08,0.28,2.31
421,826,826,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8939,-7.153,-117,0.21,40.64,59.15,5.98,3.1,0.32,1.79
422,827,827,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9131,-7.1458,-105,0.06,20.52,79.42,6.82,2.84,0.07,1.75
423,828,828,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.992,-7.2193,-80,0,25.43,74.57,6.67,2.93,0.11,1.68
424,829,829,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0175,-7.2209,-64,0.27,25.68,74.06,6.6,2.97,0.04,1.86
425,830,830,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9705,-7.2245,-91,2.25,41.16,56.59,5.78,3.3,0.04,2.39
426,831,831,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9432,-7.2023,-101,0.82,24.72,74.46,6.86,3.08,-0.25,2.09
427,832,832,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9272,-7.2054,-107,21.72,15.37,62.91,4.64,5.4,-0.64,2.08
428,833,833,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9129,-7.2136,-114,0,0,100,8.32,2.1,-0.2,1.89
429,834,834,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8905,-7.2201,-137,0,0,100,8.25,2.11,-0.14,1.83
430,835,835,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.871,-7.2227,-193,0,0,100,8.39,2.05,-0.2,1.91
431,836,836,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.859,-7.2313,-266,0,0,100,8.28,2.1,-0.15,1.83
432,837,837,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8527,-7.2609,-331,0,0,100,8.37,2.06,-0.2,1.89
433,838,838,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8734,-7.2523,-238,0,25.11,74.89,6.77,2.97,-0.06,1.81
434,839,839,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8957,-7.2458,-140,10.87,31.3,57.83,5.16,4.41,-0.67,2.93
435,840,840,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9153,-7.2419,-118,0.41,55.17,44.42,5.21,3.01,0.71,2.3
436,841,841,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9248,-7.239,-111,0.17,46.35,53.47,5.27,2.83,0.79,2.48
437,842,842,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.952,-7.232,-99,0,49.2,50.8,5.15,2.71,1,2.79
438,843,843,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9456,-7.2752,-103,0,41.96,58.04,5.63,3.03,0.51,1.93
439,844,844,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9257,-7.2787,-116,10.91,50.98,38.11,3.67,3.69,-0.2,2.33
440,845,845,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9119,-7.2829,-128,0.39,41.92,57.69,5.82,3.16,0.28,1.88
441,846,846,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8944,-7.2864,-167,0.71,31.75,67.53,6.3,3.26,-0.08,1.91
442,847,847,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.878,-7.294,-274,9.76,24.13,66.11,5.6,4.26,-0.68,2.81
443,848,848,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9012,-7.3142,-167,5.6,22.52,71.88,6.36,3.82,-0.77,3.16
444,849,849,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9165,-7.3105,-131,0.08,12.68,87.24,7.65,2.69,-0.44,2.25
445,850,850,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9316,-7.3038,-117,0.08,13.26,86.66,7.53,2.71,-0.37,2.19
446,851,851,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9458,-7.3045,-108,3.06,27.2,69.74,6.25,3.44,-0.52,2.75
447,852,852,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9692,-7.2959,-98,1.1,33.81,65.09,6.24,3.26,-0.04,1.95
448,853,853,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9927,-7.2923,-87,0.43,50.67,48.9,5.33,3.15,0.52,2.06
449,854,854,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0061,-7.2879,-74,9.45,54.48,36.07,4.01,3.82,0.06,2.84
450,855,855,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9698,-7.3315,-100,0.14,37.99,61.88,5.7,2.87,0.52,2.12
451,856,856,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9523,-7.335,-109,0.51,57.34,42.15,4.95,3.07,0.73,2.35
452,857,857,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9373,-7.3352,-119,0.06,50.76,49.17,5.42,2.95,0.66,2.12
453,858,858,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9238,-7.3389,-133,0.68,47.26,52.06,5.39,3.21,0.38,2.05
454,859,859,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9125,-7.3416,-152,2.65,39.98,57.37,5.54,3.49,-0.06,2.39
455,860,860,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.8898,-7.3455,-290,0.08,12.08,87.84,7.58,2.67,-0.38,2.28
456,861,861,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9,-7.3712,-283,1.28,52.28,46.45,5.2,3.28,0.38,2.3
457,862,862,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9144,-7.3641,-170,0.1,49.61,50.28,5.49,3.17,0.51,1.85
458,863,863,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9266,-7.3609,-138,0,40.19,59.81,5.73,2.97,0.53,1.93
459,864,864,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9191,-7.3895,-199,1.07,33.36,65.57,6.13,3.49,-0.12,1.85
460,865,865,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,36.9314,-7.3844,-140,4.31,49.82,45.87,4.88,3.5,0.2,2.43
461,866,866,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0268,-7.387,-82,0,0,100,8.25,2.09,-0.15,1.88
462,867,867,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0503,-7.3865,-63,0,0,100,8.05,2.13,-0.06,1.85
463,868,868,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0625,-7.3862,-50,0.29,2.37,97.35,7.9,2.48,-0.71,3.77
464,869,869,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.075,-7.3878,-40,4.49,8.69,86.82,6.88,3.41,-0.91,3.47
465,870,870,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.0969,-7.387,-25,41.14,54.59,4.27,-0.59,2.08,2.93,15.03
466,871,871,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1009,-7.3862,-21,23.94,74.07,1.99,-0.39,1.82,1.6,13.11
467,872,872,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1118,-7.3862,-18,28.88,63.82,7.3,0,2.73,1.74,7.87
468,873,873,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1234,-7.3868,-15,12.2,86.13,1.66,0.24,1.61,1.1,12.8
469,874,874,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1307,-7.3866,-14,1.72,90.18,8.11,1.57,1.8,2.68,13.19
470,875,875,11/14/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1433,-7.3851,-9,0.57,81.37,18.05,3.64,1.61,2.17,12.4
471,696,696,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1611,-7.4019,-3,1.68,98.28,0.04,1.29,0.79,-2.38,14.84
472,697,697,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.159,-7.4008,-3.8,0.81,99.09,0.09,0.93,0.66,-0.45,6.73
473,698,698,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1569,-7.3996,-4.2,0.39,99.41,0.2,1.17,0.63,-0.59,8.47
474,699,699,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.155,-7.3983,-5.1,0.24,99.75,0.01,1.5,0.63,-0.61,6.56
475,700,700,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1528,-7.3971,-6.4,0,99.27,0.73,2.35,0.6,-0.26,4.89
476,701,701,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1509,-7.396,-8.1,0,90.36,9.64,3.41,1.35,3.56,18.58
477,702,702,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1488,-7.3946,-9.4,0.45,78.06,21.49,3.78,1.63,2.3,11.72
478,703,703,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1468,-7.3935,-9,0.3,84.06,15.64,2.99,1.77,1.93,9.54
479,704,704,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.162,-7.3998,-4.7,16.66,83.33,0.01,0.35,1.44,-0.92,3.25
480,705,705,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1599,-7.3985,-5,26.15,73.8,0.05,-0.23,1.44,-0.61,2.61
481,706,706,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1579,-7.3973,-5.1,19,80.92,0.08,0.23,1.4,-0.91,3.23
482,707,707,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1558,-7.396,-5.2,5.32,94.63,0.05,0.37,0.88,-0.32,3.74
483,708,708,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1537,-7.3948,-5.1,0.12,99.85,0.03,1.17,0.64,-0.05,3.7
484,709,709,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1517,-7.3935,-5.4,0.01,99.11,0.87,2.5,0.45,0.28,8.98
485,710,710,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1497,-7.3925,-8.2,0.04,87.51,12.44,3.49,1.24,3.54,20.53
486,711,711,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1476,-7.3912,-8.4,2.23,77.16,20.61,3.52,1.9,0.72,10.19
487,712,712,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1628,-7.3973,-6,11.99,87.78,0.23,0.41,1.28,-0.66,3.82
488,713,713,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1607,-7.3962,-5.8,0.34,99.48,0.18,1.44,0.59,-0.58,8.28
489,714,714,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1587,-7.3949,-5.4,3.73,96.1,0.17,1.09,0.97,-1.21,5.65
490,715,715,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1567,-7.3938,-5.6,2.14,97.59,0.28,1.03,0.97,-0.35,3.99
491,716,716,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1546,-7.3926,-5.2,4.36,95.58,0.06,0.55,0.86,-0.54,4.19
492,717,717,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1526,-7.3914,-5.2,0,99.61,0.39,2.3,0.49,-0.41,4.92
493,718,718,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1505,-7.3901,-7.2,0,92.74,7.26,3.31,1.13,3.91,24.96
494,719,719,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1485,-7.3888,-8.1,0.07,82.9,17.03,3.58,1.38,3,16.17
495,720,720,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1638,-7.395,-4,0.95,98.78,0.28,1.46,0.66,-1.5,13.05
496,721,721,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1616,-7.3938,-4.4,0.31,99.48,0.22,1.5,0.53,-0.74,13.43
497,722,722,6/22/2001,SIRIA,SMT-Dredge SmitMacIntyre,37.1597,-7.3926,-4.6,0.48,99.29,0.23,1.37,0.68,-0.46,6.03
