Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,Latitude,Longitude,"Gravel [%] (Grain size, sieving)","Sdst [%] (Grain size, sieving)","Mudstone [%] (Grain size, settling tube)","Grain size mean [phi] (Grain size, sieving/settling ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/settling ...)","Kurt (Grain size, sieving/settling ...)","Mode [phi] (1st Mode sample value, Grain ...)","Mode [phi] (2nd Mode sample value, Grain ...)"
701,2078A,PA-P5-A2,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.6,99.4,0,0.557,0.781,0.243,0.92,0.247,
702,2079A,PA-P5-A3,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3155,0,100,0,1.666,0.498,-0.034,0.975,1.747,
703,2080A,PA-P5-A4,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3156,0,100,0,1.725,0.488,-0.035,0.907,1.747,
704,2081A,PA-P5-A5,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3157,0,100,0,1.971,0.479,-0.04,1.026,2.237,
705,2082A,PA-P5-A6,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3157,0,100,0,2.195,0.506,-0.085,1.021,2.237,
706,2083A,PA-P5-A7,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3158,0,100,0,2.552,0.395,-0.131,0.976,2.737,
707,2084A,PA-P6-A1,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0,100,0,2.056,0.462,-0.132,1.089,2.237,
708,2085A,PA-P6-A2,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0,100,0,2.246,0.463,-0.069,1.199,2.237,
709,2086A,PA-P6-A3,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3151,0,100,0,2.443,0.432,-0.167,0.956,2.737,
710,2087A,VJ-P2-A1,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3152,0,100,0,1.474,0.567,-0.055,0.96,1.747,
711,2088A,VJ-P2-A2,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3153,0,100,0,1.966,0.444,-0.001,1.019,1.747,
712,2089A,VJ-P2-A3,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3153,0,100,0,2.144,0.462,-0.069,1.058,2.237,
713,2090A,VJ-P2-A4,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3148,0,100,0,2.171,0.446,-0.032,1.035,2.237,
714,2091A,VJ-P2-A5,5/11/2011,MOSES,Hand-Collecting,37.0795,-8.3154,0.1,99.9,0,1.128,0.558,-0.078,1.003,2.237,
715,2092A,VJ-P3-A2,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3149,0.2,99.8,0,0.869,0.678,0.088,0.9,0.747,
716,2093A,VJ-P3-A3,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.315,0,100,0,1.634,0.456,-0.063,1.019,1.747,
717,2094A,VJ-P3-A4,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.315,0,100,0,1.633,0.437,0.052,0.919,1.747,
718,2095A,VJ-P3-A5,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3151,0,100,0,2.041,0.47,-0.107,1.051,2.237,
719,2096A,VJ-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3152,0,100,0,2.235,0.468,-0.091,1.267,2.237,
720,2097A,VJ-P4-A1,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3146,0.1,99.9,0,1.211,0.658,-0.031,0.939,1.247,
721,2098A,VJ-P4-A2,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3146,0,100,0,0.856,0.625,0.028,0.948,0.747,
722,2099A,VJ-P4-A3,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3147,0,100,0,1.502,0.573,-0.025,0.948,1.247,
723,2100A,VJ-P4-A4,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3148,0,100,0,1.915,0.441,-0.01,0.979,1.747,
724,2101A,VJ-P4-A5,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0,100,0,1.954,0.464,-0.045,1.027,2.237,
725,2102A,VJ-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0795,-8.315,0,100,0,1.316,0.603,0.237,1.079,1.247,
726,2103A,VJ-P5-A1,5/11/2011,MOSES,Hand-Collecting,37.0795,-8.3151,0,100,0,1.808,0.564,-0.101,1.021,1.747,
727,2104A,VJ-P5-A2,5/11/2011,MOSES,Hand-Collecting,37.0795,-8.3148,0.1,99.9,0,2.163,0.577,-0.186,1.135,2.237,
728,2105A,VJ-P5-A3,5/11/2011,MOSES,Hand-Collecting,37.0794,-8.3149,0,100,0,2.484,0.381,-0.043,0.903,2.237,
729,2106A,VJ-P5-A4,5/11/2011,MOSES,Hand-Collecting,37.0794,-8.3151,0,100,0,2.512,0.424,-0.175,,2.737,
730,2107A,VJ-P5-A5,5/11/2011,MOSES,Hand-Collecting,37.0794,-8.3153,0,100,0,2.511,0.426,-0.126,1.004,2.737,
731,2108A,VJ-P5-A6,5/11/2011,MOSES,Hand-Collecting,37.0793,-8.3154,0,100,0,2.422,0.41,-0.034,0.945,2.237,
732,2109A,BG-PA-A4,5/11/2011,MOSES,Hand-Collecting,37.0825,-8.3191,0.6,99.4,0,1.112,0.718,-0.047,0.939,1.247,
733,2110A,BG-PA-A5,5/11/2011,MOSES,Hand-Collecting,37.0824,-8.3191,0,100,0,1.403,0.683,-0.101,0.876,1.747,
734,2111A,BG-PA-A6,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3192,0.9,99.1,0,1.547,0.853,-0.392,1.1,2.237,
735,2112A,BG-PA-A7,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3192,0,100,0,2.195,0.446,-0.005,1.011,2.237,
736,2113A,BG-PA-A8,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3193,0,100,0,2.143,0.644,-0.193,1.055,2.237,
737,2114A,BG-PA-A9,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3194,0.1,99.9,0,2.254,0.574,-0.186,1.107,2.237,
738,2115A,BG-PA-A10,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3194,0,100,0,2.306,0.464,-0.031,0.922,2.237,
739,2116A,BG-PB-A5,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3189,0.3,99.7,0,0.961,0.801,0.135,0.926,0.747,
740,2117A,BG-PB-A6,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.319,0.1,99.9,0,1.478,0.586,-0.072,0.959,1.747,
741,2118A,BG-PB-A7,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.319,0.2,99.8,0,1.904,0.503,-0.115,1.182,1.747,
742,2119A,BG-PB-A8,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3191,0,100,0,2.117,0.545,-0.134,1.067,2.237,
743,2120A,BG-PB-A9,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3191,0.1,99.9,0,2.203,0.529,-0.087,1.005,2.237,
744,2121A,BG-PB-A10,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3192,0,100,0,2.277,0.478,-0.028,0.9,2.237,
745,2122A,BG-PC-A3,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3186,1.7,98.3,0,1.134,0.937,-0.23,0.884,1.747,
746,2123A,BG-PC-A4,5/11/2011,MOSES,Hand-Collecting,37.0823,-8.3187,1,99,0,0.278,0.596,0.183,1.256,0.247,
747,2124A,BG-PC-A5,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3187,0.4,99.6,0,0.797,0.738,-0.021,0.897,0.747,
748,2125A,BG-PC-A6,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3188,0.1,99.9,0,1.486,0.623,-0.19,1.099,1.747,
749,2126A,BG-PC-A7,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0.1,99.9,0,2.296,0.436,-0.035,1.095,2.237,
750,2127A,BG-PC-A8,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0.1,99.9,0,2.291,0.528,-0.136,1.08,2.237,
751,2128A,BG-PC-A9,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.319,0,100,0,2.286,0.537,-0.147,1.074,2.237,
752,2129A,BG-PC-A10,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3191,0,100,0,2.266,0.491,-0.016,0.843,2.237,
753,2130A,BG-PD-A4,5/11/2011,MOSES,Hand-Collecting,37.0822,-8.3185,1.2,98.8,0,0.813,0.816,0.013,0.866,0.747,
754,2131A,BG-PD-A5,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3185,0.5,99.5,0,1.358,0.725,-0.189,0.963,1.747,
755,2132A,BG-PD-A6,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3186,0.3,99.7,0,1.342,0.677,-0.103,0.948,1.747,
756,2133A,BG-PD-A7,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3187,0.1,99.9,0,1.959,0.522,-0.088,1.113,2.237,
757,2134A,BG-PD-A8,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3187,0.1,99.9,0,1.791,0.835,-0.243,1.084,2.237,
758,2135A,BG-PD-A9,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3188,0,100,0,2.342,0.479,-0.101,0.894,2.237,
759,2136A,BG-PD-A10,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3189,0.1,99.9,0,2.21,0.619,-0.203,1.086,2.237,
760,2137A,BG-PE-A4,5/11/2011,MOSES,Hand-Collecting,37.0821,-8.3183,1.2,98.8,0,1.221,0.881,-0.308,1.028,1.747,-0.243
761,2138A,BG-PE-A5,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3183,0.4,99.6,0,1.506,0.758,-0.304,1.208,1.747,
762,2139A,BG-PE-A6,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3184,0.2,99.8,0,1.648,0.681,-0.28,0.966,1.747,
763,2140A,BG-PE-A7,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3185,0.8,99.2,0,1.839,0.613,-0.193,1.223,2.237,
764,2141A,BG-PE-A8,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0,100,0,2.185,0.555,-0.123,1.012,2.237,
765,2142A,BG-PE-A9,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0.6,99.4,0,2.227,0.754,-0.303,1.297,2.737,
766,2143A,BG-PE-A10,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3186,0.2,99.8,0,2.163,0.732,-0.234,0.972,2.737,
767,2144A,BG-PF-A4,5/11/2011,MOSES,Hand-Collecting,37.082,-8.3181,7.7,92.3,0,0.488,1.115,-0.023,0.786,-0.243,1.747
768,2145A,BG-PF-A5,5/11/2011,MOSES,Hand-Collecting,37.0819,-8.3182,1.5,98.5,0,0.532,0.803,0.013,0.951,0.747,
769,2146A,BG-PF-A6,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.3183,0.2,99.8,0,2.131,0.762,-0.353,1.35,2.237,
770,2147A,BG-PF-A7,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3183,1,99,0,1.975,0.679,-0.299,1.642,2.237,
771,2148A,BG-PF-A8,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3184,0,100,0,2.159,0.59,-0.115,0.947,2.237,
772,2149A,BG-PF-A9,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3185,0,100,0,2.144,0.589,-0.008,0.934,2.237,
773,2150A,BG-PF-A10,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3185,0,100,0,1.958,0.711,0.007,0.775,1.247,2.737
774,2151A,BG-PG-A5,5/11/2011,MOSES,Hand-Collecting,37.0818,-8.318,0.3,99.7,0,1.285,0.684,-0.11,0.963,1.747,
775,2152A,BG-PG-A6,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3181,0.3,99.7,0,1.36,0.808,-0.222,0.934,1.747,
776,2153A,BG-PG-A7,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3181,0.1,99.9,0,1.868,0.558,-0.119,1.068,2.237,
777,2154A,BG-PG-A8,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3182,0,100,0,2.009,0.62,-0.142,18146604548,2.237,
778,2155A,BG-PG-A9,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3183,0,100,0,2.303,0.49,-0.045,0.939,2.237,
779,2156A,BG-PG-A10,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3183,0.1,99.9,0,2.242,0.56,-0.074,0.948,2.237,
780,2157A,BG-PH-A5,5/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0.4,99.6,0,0.833,0.694,0.116,0.946,0.747,
781,2158A,BG-PH-A6,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3179,0.1,99.9,0,1.43,0.741,-0.208,0.881,1.747,
782,2159A,BG-PH-A7,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0.4,99.6,0,1.817,0.651,-0.226,1.451,1.747,
783,2160A,BG-PH-A8,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.977,0.703,-0.228,1.188,2.237,
784,2161A,BG-PH-A9,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3181,0,100,0,2.311,0.466,-0.033,0.941,2.237,
785,2162A,BG-PH-A10,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3182,0.1,99.9,0,2.324,0.552,-0.076,0.996,2.237,
786,2163A,BG-P1-A4,5/11/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0.6,99.4,0,0.927,0.796,-0.004,0.93,1.247,
787,2164A,BG-P1-A5,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.2,99.8,0,1.308,0.773,-0.208,0.92,1.747,
788,2165A,BG-P1-A6,5/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.3,99.7,0,1.586,0.785,-0.355,1.085,1.747,0.247
789,2166A,BG-P1-A7,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0.1,99.9,0,2.051,0.501,-0.161,1.119,2.237,
790,2167A,BG-P1-A8,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3179,0,100,0,2.195,0.48,-0.027,0.978,2.237,
791,2168A,BG-P1-A9,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.318,0,100,0,2.274,0.478,-0.026,0.945,2.237,
792,2169A,BG-P1-A10,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.318,0.1,99.9,0,2.249,0.544,-0.076,1.076,2.237,
793,2170A,BG-P2-A5,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3175,0.5,99.5,0,1.111,1.081,0.804,-0.054,1.747,
794,2171A,BG-P2-A6,5/11/2011,MOSES,Hand-Collecting,37.0814,-8.3176,0.3,99.7,0,1.808,1.79,0.508,-0.138,1.747,
795,2172A,BG-P2-A7,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3176,0,100,0,2.118,2.068,0.477,-0.149,2.237,
796,2173A,BG-P2-A8,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3177,0,100,0,2.338,2.346,0.444,-0.054,2.237,
797,2174A,BG-P2-A9,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3178,0,100,0,2.371,2.369,0.461,-0.103,2.237,
798,2175A,BG-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0813,-8.3173,0.6,99.4,0,1.569,0.68,-0.226,1.063,1.747,
799,2176A,BG-P3-A7,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3174,0.1,99.9,0,1.942,0.498,-0.108,1.056,2.237,
800,2177A,BG-P3-A8,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3175,0,100,0,2.238,0.517,-0.142,1.137,2.237,
801,2178A,BG-P3-A9,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3176,0,100,0,2.36,0.447,-0.084,1.028,2.237,
802,2179A,BG-P3-A10,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3176,3.1,96.9,0,1.767,1.179,-0.569,1.299,2.237,0.247
803,2180A,BG-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0812,-8.3172,0.2,99.8,0,1.573,0.577,-0.105,0.979,1.747,
804,2181A,BG-P4-A7,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0.1,99.9,0,1.797,0.591,-0.142,1.095,1.747,
805,2182A,BG-P4-A8,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,2.159,0.492,-0.078,1.067,2.237,
806,2183A,BG-P4-A9,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3174,0,100,0,2.355,0.445,-0.078,0.944,2.237,
807,2184A,BG-P4-A10,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3175,0.1,99.9,0,2.321,0.51,-0.144,1.114,2.237,
808,2185A,BG-P5-A4,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.317,0.1,99.9,0,1.444,0.708,-0.212,1.002,1.747,
809,2186A,BG-P5-A5,5/11/2011,MOSES,Hand-Collecting,37.0811,-8.3171,0.2,99.8,0,1.755,0.547,-0.161,1.044,1.747,
810,2187A,BG-P5-A6,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,1.847,0.544,-0.003,0.969,1.747,
811,2188A,BG-P5-A7,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,2.182,0.534,-0.123,1.061,2.237,
812,2189A,BG-P5-A8,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3173,0,100,0,2.305,0.454,-0.041,0.973,2.237,
813,2190A,BG-P5-A9,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3174,0,100,0,2.03,0.727,-0.255,1.095,2.237,
814,2191A,BG-P6-A3,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.1,99.9,0,0.883,0.855,0.21,0.811,0.247,1.747
815,2192A,BG-P6-A4,5/11/2011,MOSES,Hand-Collecting,37.081,-8.3169,0.2,99.8,0,1.67,0.725,-0.253,1.087,1.747,
816,2193A,BG-P6-A5,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.892,0.46,0.009,1,1.747,
817,2194A,BG-P6-A6,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0.1,99.9,0,1.336,0.839,0.122,0.834,0.747,2.237
818,2195A,BG-P6-A7,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3171,0.2,99.8,0,1.388,0.788,-0.012,0.874,1.747,
819,2196A,BG-P7-A3,5/11/2011,MOSES,Hand-Collecting,37.0809,-8.3167,0.1,99.9,0,1.652,0.644,-0.231,1.063,1.747,
820,2197A,BG-P7-A4,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3167,0,100,0,1.687,0.529,-0.098,1.039,1.747,
821,2198A,BG-P7-A5,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3168,0.4,99.6,0,1.453,0.88,-0.251,0.902,2.237,
822,2199A,BG-P7-A6,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3169,0.3,99.7,0,1.571,0.817,-0.221,0.934,2.237,
823,2200A,BG-P8-A3,5/11/2011,MOSES,Hand-Collecting,37.0808,-8.3164,0.1,99.9,0,1.404,0.581,-0.068,0.962,1.747,
824,2201A,BG-P8-A4,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3165,0,100,0,1.83,0.57,-0.119,1.083,1.747,
825,2202A,BG-P8-A5,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3166,0,100,0,1.971,0.494,-0.005,1.048,1.747,
826,2203A,BG-P8-A6,5/11/2011,MOSES,Hand-Collecting,37.0806,-8.3167,0,100,0,1.551,0.579,-0.086,0.927,1.747,
827,2204A,BG-P8-A7,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3167,0,100,0,2.45,0.467,-0.063,1.022,2.737,
828,2205A,BG-P8-A8,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3168,0,100,0,2.387,0.618,-0.265,1.1,2.737,
829,2206A,BG-P9-A2,5/11/2011,MOSES,Hand-Collecting,37.0807,-8.3163,0.1,99.9,0,1.275,0.622,-0.065,0.981,1.247,
830,2207A,BG-P9-A3,5/11/2011,MOSES,Hand-Collecting,37.0806,-8.3164,0,100,0,1.745,0.465,-0.024,0.972,1.747,
831,2208A,BG-P9-A4,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3164,0,100,0,1.866,0.538,-0.056,0.979,2.237,
832,2209A,BG-P9-A5,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3165,0,100,0,2.274,0.462,-0.051,1.013,2.237,
833,2210A,BG-P9-A6,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3166,0,100,0,2.218,0.526,-0.049,0.92,2.237,
834,2211A,BG-P9-A7,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3167,0,100,0,2.469,0.509,-0.15,1.068,2.737,
835,2212A,BG-P10-A1,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,2.016,0.467,-0.108,1.063,2.237,
836,2213A,BG-P10-A2,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,2.254,0.457,-0.031,0.985,2.237,
837,2214A,BG-P10-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3164,0,100,0,2.347,0.539,-0.124,1.05,2.237,
838,2215A,BG-P10-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3165,0,100,0,2.43,0.533,-0.062,0.978,2.737,
839,2216A,PA-P1-A1,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3162,0,100,0,2.079,0.522,-0.133,1.105,2.237,
840,2217A,PA-P1-A2,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3163,0,100,0,2.334,0.44,-0.036,0.968,2.237,
841,2218A,PA-P1-A3,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3158,1,99,0,1.88,0.997,-0.458,1.287,2.237,-0.243
842,2219A,PA-P2-A2,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.316,0.1,99.9,0,1.505,0.567,-0.106,1,1.747,
843,2220A,PA-P2-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.316,0,100,0,1.848,0.457,-0.041,0.987,1.747,
844,2221A,PA-P2-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3161,0,100,0,2.057,0.444,-0.073,1.031,2.237,
845,2222A,PA-P2-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3162,0,100,0,2.241,0.535,-0.156,1.046,2.237,
846,2223A,PA-P2-A6,5/11/2011,MOSES,Hand-Collecting,37.0805,-8.3157,0,100,0,2.441,0.464,-0.163,1.025,2.737,
847,2224A,PA-P2-A7,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3157,0,100,0,2.293,0.479,-0.041,0.952,2.237,
848,2225A,PA-P3-A3,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3159,0.2,99.8,0,1.378,0.667,-0.147,1.041,1.747,
849,2226A,PA-P3-A4,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3159,0,100,0,1.768,0.439,-0.014,1.087,1.747,
850,2227A,PA-P3-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.316,0,100,0,1.82,0.579,-0.11,1.061,1.747,
851,2228A,PA-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0804,-8.3155,0,100,0,2.231,0.556,-0.183,1.022,2.237,
852,2229A,PA-P3-A7,5/11/2011,MOSES,Hand-Collecting,37.0803,-8.3156,0,100,0,2.333,0.535,-0.194,1.06,2.237,
853,2230A,PA-P3-A8,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3161,0,100,0,2.196,0.541,-0.076,0.983,2.237,
854,2231A,PA-P4-A3,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3157,1,99,0,1.224,0.916,-0.223,0.886,1.747,
855,2232A,PA-P4-A4,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3158,0.1,99.9,0,1.632,0.542,-0.113,1.034,1.747,
856,2233A,PA-P4-A5,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3159,0,100,0,2.05,0.519,-0.169,1.114,2.237,
857,2234A,PA-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3153,0,100,0,2.101,0.595,-0.171,1.09,2.237,
858,2235A,PA-P4-A7,5/11/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.8,99.2,0,1.519,0.982,0.069,0.777,0.747,2.737
859,2236A,PA-P5-A3,5/11/2011,MOSES,Hand-Collecting,37.0801,-8.3155,0,100,0,1.618,0.529,-0.12,1.058,1.747,
860,2237A,PA-P5-A4,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3156,0,100,0,1.955,0.429,0.014,1.005,1.747,
861,2238A,PA-P5-A5,5/11/2011,MOSES,Hand-Collecting,37.08,-8.3157,0,100,0,2.163,0.471,-0.084,1.104,2.237,
862,2239A,PA-P5-A6,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3157,0,100,0,2.328,0.515,-0.181,1.209,2.237,
863,2240A,PA-P5-A7,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3158,0,100,0,2.569,0.395,-0.111,0.99,2.737,
864,2241A,PA-P6-A1,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0.2,99.8,0,1.944,0.638,-0.322,1.287,2.237,
865,2242A,PA-P6-A2,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0.2,99.8,0,2.223,0.548,-0.185,1.29,2.237,
866,2243A,PA-P6-A3,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3151,0.1,99.9,0,2.445,0.418,-0.104,0.938,2.237,
867,2244A,PA-P6-A4,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3157,0,100,0,2.517,0.438,-0.127,1.018,2.737,
868,2245A,VJ-P2-A1,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.3152,0,100,0,1.802,0.472,-0.079,0.921,1.747,
869,2246A,VJ-P2-A2,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3153,0,100,0,2.047,0.467,-0.15,1.091,2.237,
870,2247A,VJ-P2-A3,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3153,0,100,0,2.153,0.513,-0.132,1.134,2.237,
871,2248A,VJ-P2-A4,5/11/2011,MOSES,Hand-Collecting,37.0799,-8.3148,0,100,0,2.287,0.46,-0.051,0.99,2.237,
872,2249A,VJ-P3-A3,5/11/2011,MOSES,Hand-Collecting,37.0798,-8.315,0,100,0,1.499,0.575,-0.072,0.946,1.747,
873,2250A,VJ-P3-A4,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.315,0,100,0,1.969,0.459,-0.081,1.017,2.237,
874,2251A,VJ-P3-A5,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3151,0,100,0,2.009,0.496,-0.12,1.058,2.237,
875,2252A,VJ-P3-A6,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3152,0,100,0,1.967,0.523,-0.073,1.007,2.237,
876,2253A,VJ-P4-A3,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3147,0.1,99.9,0,1.266,0.672,-0.102,0.916,1.747,
877,2254A,VJ-P4-A4,5/11/2011,MOSES,Hand-Collecting,37.0797,-8.3148,0,100,0,1.87,0.501,-0.069,0.993,1.747,
878,2255A,VJ-P4-A5,5/11/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0,100,0,2.048,0.49,-0.133,1.063,2.237,
879,2256A,VJ-P4-A6,5/11/2011,MOSES,Hand-Collecting,37.0795,-8.315,0,100,0,1.626,0.778,-0.148,0.942,2.237,
