Sample ID (Sample number),Sample ID (Acess number from laboratory),Sample ID (Reference sample in the collect),Date/Time (of collecting),Project,Sample method,Latitude,Longitude,"Gravel [%] (Grain size, sieving)","Sdst [%] (Grain size, sieving)","Mudstone [%] (Grain size, settling tube)","Grain size mean [phi] (Grain size, sieving/settling ...)","Std dev [±] (Of sample value, Grain size, ...)","Skew (Grain size, sieving/settling ...)","Kurt (Grain size, sieving/settling ...)","Mode [phi] (1st Mode sample value, Grain ...)","Mode [phi] (2nd Mode sample value, Grain ...)"
342,1719A,BG-P4-A1,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3168,0.7,99.3,0,0.921,0.834,-0.02,0.855,0.747,
343,1720A,BG-P4-A2,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3169,0.4,99.6,0,0.911,0.768,-0.018,0.912,0.747,
344,1721A,BG-P4-A3,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.317,0.5,99.5,0,1.103,0.77,-0.112,0.924,1.247,
345,1722A,BG-P4-A4,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.317,0.4,99.6,0,1.001,0.843,-0.088,0.843,1.747,
346,1723A,BG-P4-A5,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3171,0.3,99.7,0,0.974,0.786,-0.077,0.864,1.247,
347,1724A,BG-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3172,0,100,0,1.59,0.401,0.01,0.923,1.747,
348,1725A,BG-P4-A7,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,1.803,0.488,0.026,1.027,1.747,
349,1726A,BG-P4-A8,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,2.109,0.489,-0.142,1.152,2.237,
350,1727A,BG-P4-A9,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3174,0,100,0,2.223,0.414,-0.031,1.372,2.237,
351,1728A,BG-P4-A10,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3175,0,100,0,2.057,0.525,-0.169,1.144,2.237,
352,1729A,BG-P5-A1,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3167,0.5,99.5,0,1.087,0.808,-0.103,0.921,1.247,
353,1730A,BG-P5-A2,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3168,0,100,0,1.461,0.541,-0.184,1.019,1.747,
354,1731A,BG-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3169,1.1,98.9,0,1.007,0.8,-0.12,0.907,1.247,
355,1732A,BG-P5-A4,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.317,0.3,99.7,0,1.218,0.692,-0.069,0.955,1.247,
356,1733A,BG-P5-A5,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3171,0,100,0,1.579,0.453,-0.112,1.043,1.747,
357,1734A,BG-P5-A6,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,1.884,0.404,0.132,1.115,1.747,
358,1735A,BG-P5-A7,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,2.052,0.459,-0.116,1.093,2.237,
359,1736A,BG-P5-A8,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3173,0,100,0,2.199,0.584,-0.2,1.176,2.237,
360,1737A,BG-P6-A1,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3166,0.2,99.8,0,1.123,0.565,-0.087,1.046,1.247,
361,1738A,BG-P6-A2,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3167,0,100,0,1.376,0.635,-0.198,1.104,1.747,
362,1739A,BG-P6-A3,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.4,99.6,0,0.761,0.634,0.116,0.922,0.247,
363,1740A,BG-P6-A4,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3169,0,100,0,1.604,0.393,-0.059,0.977,1.747,
364,1741A,BG-P6-A5,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.662,0.462,0.065,0.892,1.747,
365,1742A,BG-P6-A6,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.76,0.47,0.015,1.144,1.747,
366,1743A,BG-P6-A7,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3171,0,100,0,1.476,0.537,-0.021,1.069,1.747,
367,1744A,BG-P7-A1,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3165,0.5,99.5,0,0.873,0.686,-0.076,0.977,1.247,
368,1745A,BG-P7-A2,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3166,0.4,99.6,0,1.15,0.673,-0.136,0.93,1.247,
369,1746A,BG-P7-A3,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3167,0.2,99.8,0,1.25,0.66,-0.127,1,1.247,
370,1747A,BG-P7-A4,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3167,0,100,0,1.604,0.418,0.029,0.916,1.747,
371,1748A,BG-P7-A5,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3168,0,100,0,1.711,0.476,-0.038,1.068,1.747,
372,1749A,BG-P7-A6,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3169,0,100,0,1.771,0.663,-0.174,1.025,2.237,
373,1750A,BG-P8-A1,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3164,0.2,99.8,0,1.068,0.654,-0.102,0.975,1.247,
374,1751A,BG-P8-A2,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3164,0.2,99.8,0,1.306,0.645,-0.173,0.996,1.747,
375,1752A,BG-P8-A3,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3165,0,100,0,1.549,0.473,-0.159,1.103,1.747,
376,1753A,BG-P8-A4,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3166,0,100,0,1.78,0.532,0.001,1.039,1.747,
377,1754A,BG-P8-A5,4/11/2011,MOSES,Hand-Collecting,37.0806,-8.3167,0,100,0,2.002,0.49,-0.07,1.036,2.237,
378,1755A,BG-P8-A6,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3167,0,100,0,2.16,0.487,-0.072,1.07,2.237,
379,1756A,BG-P9-A1,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3162,0.5,99.5,0,0.935,0.741,-0.096,0.998,1.247,
380,1757A,BG-P9-A2,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3163,0.2,99.8,0,0.78,0.681,0.037,0.901,0.247,1.247
381,1758A,BG-P9-A3,4/11/2011,MOSES,Hand-Collecting,37.0806,-8.3164,0,100,0,1.662,0.481,-0.055,1.016,1.747,
382,1759A,BG-P9-A4,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3164,0,100,0,1.776,0.452,0.001,1.115,1.747,
383,1760A,BG-P9-A5,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3165,0.1,99.9,0,1.752,0.672,-0.104,0.986,1.747,
384,1761A,BG-P9-A6,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3166,0,100,0,2.322,0.442,-0.007,1.06,2.237,
385,1762A,BG-P10-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,1.67,0.525,-0.04,,1.747,
386,1763A,BG-P10-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3163,0,100,0,2.036,0.501,-0.155,1.22,2.237,
387,1764A,BG-P10-A3,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3164,0,100,0,2.419,0.452,-0.044,1.041,2.237,
388,1765A,PA-P1-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3162,0,100,0,1.872,0.551,-0.058,0.978,2.237,
389,1766A,PA-P1-A2,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3163,0,100,0,2.232,0.461,-0.057,1.205,2.237,
390,1767A,PA-P2-A1,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3158,0.7,99.3,0,0.486,0.693,0.15,1.014,0.247,
391,1768A,PA-P2-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3159,0.3,99.7,0,0.689,0.712,0.105,0.927,0.247,
392,1769A,PA-P2-A3,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.316,0,100,0,1.701,0.448,-0.001,0.968,1.747,
393,1770A,PA-P2-A4,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.316,0,100,0,1.961,0.46,0.079,1.058,1.747,
394,1771A,PA-P2-A5,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3161,0,100,0,2.247,0.442,-0.024,1.134,2.237,
395,1772A,PA-P2-A6,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3162,0,100,0,2.296,0.37,0.07,1.402,2.237,
396,1773A,PA-P3-A1,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3157,0.8,99.2,0,0.75,0.745,-0.034,0.898,0.747,
397,1774A,PA-P3-A2,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3157,0.1,99.9,0,1.126,0.704,-0.061,0.902,1.247,
398,1775A,PA-P3-A3,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3158,0.1,99.9,0,1.65,0.555,-0.159,1.13,1.747,
399,1776A,PA-P3-A4,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3159,0,100,0,1.69,0.428,-0.027,1.043,1.747,
400,1777A,PA-P3-A5,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3159,0.1,99.9,0,1.84,0.483,-0.015,1.014,1.747,
401,1778A,PA-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.316,0,100,0,2.129,0.567,-0.129,1.083,2.237,
402,1779A,PA-P4-A1,4/11/2011,MOSES,Hand-Collecting,37.0804,-8.3155,0.3,99.7,0,36919,0.702,-0.057,0.929,1.247,
403,1780A,PA-P4-A2,4/11/2011,MOSES,Hand-Collecting,37.0803,-8.3156,0.6,99.4,0,0.695,0.791,0.237,0.91,0.247,
404,1781A,PA-P4-A3,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3156,0.2,99.8,0,1.259,0.659,-0.083,1.018,1.247,
405,1782A,PA-P4-A4,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3157,0,100,0,1.417,0.554,-0.087,0.945,1.747,
406,1783A,PA-P4-A5,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3158,0,100,0,1.88,0.487,0.007,1.01,1.747,
407,1784A,PA-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3159,0.1,99.9,0,2.082,0.591,-0.232,1.397,2.237,
408,1785A,PA-P5-A1,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3153,1.1,98.9,0,0.666,0.809,0.03,1.003,0.247,
409,1786A,PA-P5-A2,4/11/2011,MOSES,Hand-Collecting,37.0802,-8.3154,0.8,99.2,0,0.466,0.735,0.205,0.938,0.247,
410,1787A,PA-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0801,-8.3155,0,100,0,1.467,0.467,0.035,1.034,1.247,
411,1788A,PA-P5-A4,4/11/2011,MOSES,Hand-Collecting,37.08,-8.3156,0,100,0,1.607,0.489,-0.068,1.029,1.747,
412,1789A,PA-P5-A5,4/11/2011,MOSES,Hand-Collecting,37.08,-8.3157,0,100,0,1.868,0.532,-0.035,1.099,1.747,
413,1790A,PA-P5-A6,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3157,0.5,99.5,0,1.867,0.743,-0.327,1.659,2.237,
414,1791A,PA-P6-A1,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3155,0,100,0,1.699,0.612,-0.04,1.032,1.747,
415,1792A,PA-P6-A2,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3156,0,100,0,1.856,0.531,0.044,1.05,1.747,
416,1793A,VJ-P2-A1,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3151,0,100,0,1.37,0.538,-0.058,0.95,1.747,
417,1794A,VJ-P2-A2,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3152,0,100,0,2.067,0.517,-0.085,1.068,2.237,
418,1795A,VJ-P2-A3,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3153,0,100,0,1.977,0.55,-0.06,1.118,1.747,
419,1796A,VJ-P2-A4,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3153,0,100,0,1.721,0.443,-0.001,1.059,1.747,
420,1797A,VJ-P3-A1,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3148,0.1,99.9,0,1.128,0.558,-0.078,1.003,1.247,
421,1798A,VJ-P3-A2,4/11/2011,MOSES,Hand-Collecting,37.0799,-8.3149,0.3,99.7,0,1.483,0.605,-0.221,1.184,1.747,
422,1799A,VJ-P3-A3,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.315,0,100,0,1.72,0.542,-0.12,1.023,1.747,
423,1800A,VJ-P3-A4,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.315,0,100,0,1.655,0.428,0.004,0.982,1.747,
424,1801A,VJ-P3-A5,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3151,0,100,0,1.915,0.454,0.06,1.087,1.747,
425,1802A,VJ-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3152,0,100,0,2.117,0.649,-0.075,1.297,2.237,0.747
426,1803A,VJ-P4-A1,4/11/2011,MOSES,Hand-Collecting,37.0798,-8.3146,0.3,99.7,0,1.211,0.678,-0.103,0.951,1.247,
427,1804A,VJ-P4-A2,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3147,1.1,98.9,0,0.627,0.82,0.269,0.881,0.247,
428,1805A,VJ-P4-A3,4/11/2011,MOSES,Hand-Collecting,37.0797,-8.3148,0,100,0,1.532,0.419,-0.039,0.981,1.747,
429,1806A,VJ-P4-A4,4/11/2011,MOSES,Hand-Collecting,37.0796,-8.3149,0,100,0,1.69,0.506,-0.092,1.102,1.747,
430,1807A,VJ-P4-A5,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.315,0,100,0,1.641,0.539,-0.03,0.994,1.747,
431,1808A,VJ-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.3151,0.1,99.9,0,1.032,0.827,0.152,0.97,0.747,
432,1809A,VJ-P5-A1,4/11/2011,MOSES,Hand-Collecting,37.0795,-8.3148,0,100,0,1.648,0.483,-0.049,1.04,1.747,
433,1810A,VJ-P5-A2,4/11/2011,MOSES,Hand-Collecting,37.0794,-8.3149,0.1,99.9,0,1.886,0.656,-0.252,1.147,2.237,
434,1811A,VJ-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0794,-8.3151,0,100,0,2.377,0.417,0.026,0.983,2.237,
435,1812A,BG-PA-A4,4/11/2011,MOSES,Hand-Collecting,37.0825,-8.3191,0.1,99.9,0,1.333,0.656,-0.145,0.99,1.747,
436,1813A,BG-PA-A5,4/11/2011,MOSES,Hand-Collecting,37.0824,-8.3191,0.3,99.7,0,1.479,0.479,-0.087,1.059,1.747,
437,1814A,BG-PA-A6,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3192,0,100,0,1.545,0.405,-0.011,0.933,1.747,
438,1815A,BG-PA-A7,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3192,0,100,0,1.766,0.589,-0.095,1.087,1.747,
439,1816A,BG-PA-A8,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3193,0,100,0,2.112,0.519,-0.079,1.038,2.237,
440,1817A,BG-PB-A5,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3189,0.1,99.9,0,1.389,0.614,-0.133,1.035,1.747,
441,1818A,BG-PB-A6,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.319,0.1,99.9,0,1.428,0.602,-0.212,1.121,1.747,
442,1819A,BG-PB-A7,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.319,0,100,0,1.339,0.417,0.104,1.241,1.247,
443,1820A,BG-PB-A8,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3191,0.2,99.8,0,1.363,0.947,-0.043,0.773,2.237,0.747
444,1821A,BG-PB-A9,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3191,0,100,0,2.17,0.622,-0.193,1.316,2.237,
445,1822A,BG-PC-A3,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3186,0.2,99.8,0,1.025,0.815,-0.105,0.899,1.247,
446,1823A,BG-PC-A4,4/11/2011,MOSES,Hand-Collecting,37.0823,-8.3187,0.2,99.8,0,0.995,0.762,-0.069,0.89,1.247,
447,1824A,BG-PC-A5,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3187,0.2,99.8,0,1.438,0.595,-0.196,1.083,1.747,
448,1825A,BG-PC-A6,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3188,0,100,0,1.578,0.475,-0.18,1.122,1.747,
449,1826A,BG-PC-A7,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0,100,0,1.297,0.537,0.149,1.016,1.247,
450,1827A,BG-PC-A8,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3189,0,100,0,1.98,0.492,-0.056,1.118,2.237,
451,1828A,BG-PD-A4,4/11/2011,MOSES,Hand-Collecting,37.0822,-8.3185,1.2,98.8,0,0.651,0.815,0.129,0.855,0.247,
452,1829A,BG-PD-A5,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3185,0.1,99.9,0,1.271,0.742,-0.147,0.906,1.747,
453,1830A,BG-PD-A6,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3186,0.3,99.7,0,1.253,0.772,-0.25,0.939,1.747,
454,1831A,BG-PD-A7,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3187,0,100,0,1.545,0.514,-0.058,1.058,1.747,
455,1832A,BG-PD-A8,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3187,0,100,0,1.888,0.652,-0.212,1.158,2.237,
456,1833A,BG-PE-A4,4/11/2011,MOSES,Hand-Collecting,37.0821,-8.3183,1.7,98.3,0,0.992,0.972,-0.221,0.782,1.747,-0.243
457,1834A,BG-PE-A5,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3183,0.1,99.9,0,1.403,0.593,-0.188,1.078,1.747,
458,1835A,BG-PE-A6,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3184,0.1,99.9,0,1.461,0.611,-0.197,1.079,1.747,
459,1836A,BG-PE-A7,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3185,0,100,0,1.497,0.432,0.035,0.993,1.247,
460,1837A,BG-PE-A8,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3186,0,100,0,2.215,0.79,-0.3,1.093,2.737,
461,1838A,BG-PF-A4,4/11/2011,MOSES,Hand-Collecting,37.082,-8.3181,0.8,99.2,0,0.832,0.855,-0.038,0.833,1.247,
462,1839A,BG-PF-A5,4/11/2011,MOSES,Hand-Collecting,37.0819,-8.3182,0,100,0,1.22,0.638,-0.091,0.966,1.247,
463,1840A,BG-PF-A6,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3183,0.3,99.7,0,1.22,0.597,-0.09,0.948,1.247,
464,1841A,BG-PF-A7,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3183,0.1,99.9,0,1.51,0.46,-0.014,1.036,1.747,
465,1842A,BG-PF-A8,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3184,0,100,0,1.846,0.456,0.075,1.124,1.747,
466,1843A,BG-PF-A9,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3185,0,100,0,2.018,0.52,0.007,1.068,1.747,
467,1844A,BG-PG-A4,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.3179,0.7,99.3,0,1.137,0.827,-0.206,0.945,1.747,
468,1845A,BG-PG-A5,4/11/2011,MOSES,Hand-Collecting,37.0818,-8.318,0.1,99.9,0,1.197,0.706,-0.119,0.948,1.247,
469,1846A,BG-PG-A6,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3181,0.3,99.7,0,1.277,0.682,-0.161,1.016,1.747,
470,1847A,BG-PG-A7,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3181,0,100,0,1.495,0.494,-0.016,1.005,1.747,
471,1848A,BG-PG-A8,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3182,0,100,0,1.601,0.85,-0.304,0.958,2.237,
472,1849A,BG-PG-A9,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3183,0.1,99.9,0,2.127,0.554,-0.145,1.243,2.237,
473,1850A,BG-PH-A5,4/11/2011,MOSES,Hand-Collecting,37.0817,-8.3178,0.7,99.3,0,0.654,0.711,0.179,1.004,0.247,
474,1851A,BG-PH-A6,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3179,0,100,0,1.495,0.515,-0.127,1.028,1.747,
475,1852A,BG-PH-A7,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.214,0.544,0.116,0.905,1.247,
476,1853A,BG-PH-A8,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.318,0,100,0,1.894,0.433,0.069,1.111,1.747,
477,1854A,BG-PH-A9,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3181,0.4,99.6,0,1.837,0.712,-0.265,1.301,2.237,
478,1855A,BG-P1-A4,4/11/2011,MOSES,Hand-Collecting,37.0816,-8.3176,0.7,99.3,0,0.768,0.739,0.071,0.885,0.247,
479,1856A,BG-P1-A5,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0.3,99.7,0,1.371,0.674,-0.285,1.189,1.747,
480,1857A,BG-P1-A6,4/11/2011,MOSES,Hand-Collecting,37.0815,-8.3177,0,100,0,1.555,0.413,0.002,0.936,1.747,
481,1858A,BG-P1-A7,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3178,0,100,0,1.775,0.593,-0.14,1.068,1.747,
482,1859A,BG-P1-A8,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3179,0,100,0,2.03,0.466,-0.049,1.057,2.237,
483,1860A,BG-P1-A9,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.318,0.1,99.9,0,2.27,0.454,-0.041,1.067,2.237,
484,1861A,BG-P2-A5,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3175,0,100,0,1.54,0.506,-0.149,1.069,1.747,
485,1862A,BG-P2-A6,4/11/2011,MOSES,Hand-Collecting,37.0814,-8.3176,0,100,0,1.612,0.381,-0.069,1.003,1.747,
486,1863A,BG-P2-A7,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3176,0,100,0,1.652,0.556,-0.056,0.947,1.747,
487,1864A,BG-P2-A8,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3177,0,100,0,2.065,0.499,-0.106,1.074,2.237,
488,1865A,BG-P2-A9,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3178,0.1,99.9,0,1.556,0.87,-0.081,0.856,2.237,1.247
489,1866A,BG-P3-A6,4/11/2011,MOSES,Hand-Collecting,37.0813,-8.3173,0,100,0,1.669,0.459,-0.114,1.163,1.747,
490,1867A,BG-P3-A7,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3174,0,100,0,1.563,0.557,-0.077,0.958,1.747,
491,1868A,BG-P3-A8,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3175,0,100,0,1.969,0.477,-0.056,1.172,1.747,
492,1869A,BG-P3-A9,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3176,0,100,0,2.16,0.442,-0.012,0.976,2.237,
493,1870A,BG-P3-A10,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3176,0.1,99.9,0,1.944,0.774,-0.295,1.189,2.237,
494,1871A,BG-P4-A6,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3172,0,100,0,1.531,0.497,-0.153,1.051,1.747,
495,1872A,BG-P4-A7,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,1.694,0.463,0.037,0.911,1.747,
496,1873A,BG-P4-A8,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3173,0,100,0,1.858,0.588,-0.101,1.136,1.747,
497,1874A,BG-P4-A9,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3174,0,100,0,2.082,0.541,-0.11,1.083,2.237,
498,1875A,BG-P4-A10,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3175,0,100,0,2.481,0.398,-0.164,0.918,2.737,
499,1876A,BG-P5-A3,4/11/2011,MOSES,Hand-Collecting,37.0812,-8.3169,2.1,97.9,0,0.815,0.881,-0.094,0.896,1.247,
500,1877A,BG-P5-A4,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.317,0.1,99.9,0,1.269,0.595,-0.093,0.982,1.247,
501,1878A,BG-P5-A5,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3171,0,100,0,1.647,0.414,-0.043,1,1.747,
502,1879A,BG-P5-A6,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0,100,0,1.7,0.476,0.031,0.93,1.747,
503,1880A,BG-P5-A7,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3172,0.3,99.7,0,1.807,0.744,-0.313,1.446,2.237,
504,1881A,BG-P5-A8,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3173,0.1,99.9,0,1.861,0.674,-0.199,1.086,2.237,
505,1882A,BG-P6-A2,4/11/2011,MOSES,Hand-Collecting,37.0811,-8.3167,0.1,99.9,0,1.313,0.665,-0.127,1.041,1.247,
506,1883A,BG-P6-A3,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3168,0.1,99.9,0,1.028,0.654,-0.074,0.928,1.247,
507,1884A,BG-P6-A4,4/11/2011,MOSES,Hand-Collecting,37.081,-8.3169,0.1,99.9,0,1.523,0.506,-0.105,1.043,1.747,
508,1885A,BG-P6-A5,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.708,0.421,-0.019,1.133,1.747,
509,1886A,BG-P6-A6,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.317,0,100,0,1.755,0.478,-0.002,1.012,1.747,
510,1887A,BG-P6-A7,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3171,0.1,99.9,0,0.943,0.637,0.216,1.163,0.747,
511,1888A,BG-P7-A3,4/11/2011,MOSES,Hand-Collecting,37.0809,-8.3167,0.1,99.9,0,1.416,0.71,-0.321,1.21,1.747,
512,1889A,BG-P7-A4,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3167,0,100,0,1.724,0.429,-0.016,1.13,1.747,
513,1890A,BG-P7-A5,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3168,0,100,0,1.968,0.408,0.028,0.99,1.747,
514,1891A,BG-P7-A6,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3169,0.6,99.4,0,1.608,0.647,-0.303,1.583,1.747,
515,1892A,BG-P8-A2,4/11/2011,MOSES,Hand-Collecting,37.0808,-8.3164,0.1,99.9,0,1.241,0.678,-0.159,1.015,1.247,
516,1893A,BG-P8-A3,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3165,0,100,0,1.473,0.495,0.006,1.017,1.247,
517,1894A,BG-P8-A4,4/11/2011,MOSES,Hand-Collecting,37.0807,-8.3166,0,100,0,1.798,0.451,-0.022,1.054,1.747,
518,1895A,BG-P8-A5,4/11/2011,MOSES,Hand-Collecting,37.0806,-8.3167,0,100,0,1.942,0.45,0.05,1.045,1.747,
519,1896A,BG-P8-A6,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3167,0,100,0,2.205,0.448,-0.02,1.077,2.237,
520,1897A,BG-P8-A7,4/11/2011,MOSES,Hand-Collecting,37.0805,-8.3168,0,100,0,2.436,0.413,-0.01,0.937,2.237,
