/* DATA DESCRIPTION:
Citation:	SIRIA Project Members (2010): Sediment characterization of Guadiana inlet and adjacent Portuguese and Spanish continental shelf to stablish the reference situation at the Algarve Coastal Region influenced by Alqueva dam within the frame of the SIRIA project. PANGAEA, https://doi.org/10.1594/PANGAEA.883074, 
	In supplement to: Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Surficial sediment texture database for the south-western Iberian Atlantic margin. Earth System Science Data, 10(2), 1185-1195, https://doi.org/10.5194/essd-10-1185-2018
Related to:	Gonzalez, R; Dias, Joao Alveirinho; Lobo, Francisco J; Mendes, Isabel Maria de Paiva Pinto (2004): Sedimentological and paleoenvironmental characterisation of transgressive sediments on the Guadiana Shelf (Northern Gulf of Cadiz, SW Iberia). Quaternary International, 120(1), 133-144, https://doi.org/10.1016/j.quaint.2004.01.012
	Mendes, Isabel Maria de Paiva Pinto (2010): Benthic foraminifera as palaeo-environmental indicators in the Northern Gulf of Cadiz. Faculty of Science and Technology, University of Algarve
Original version:	Original data of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed) (URI: https://store.pangaea.de/Publications/Coasta-etal_2017/PLOSscripts.zip)
Further details:	Costas, Susana; Ramires, Margarida; de Sousa, Luisa B; Mendes, Isabel Maria de Paiva Pinto; Ferreira, Óscar (2018): Shape files of surficial sediment texture from the Iberian Atlantic Margin Sediments Database (IBAM-Sed). PANGAEA, https://doi.org/10.1594/PANGAEA.890946
Coverage:	MEDIAN LATITUDE: 36.971847 * MEDIAN LONGITUDE: -7.132587 * SOUTH-BOUND LATITUDE: 36.502510 * WEST-BOUND LONGITUDE: -7.586892 * NORTH-BOUND LATITUDE: 37.191945 * EAST-BOUND LONGITUDE: -6.470706
	DATE/TIME START: 1999-01-13T00:00:00 * DATE/TIME END: 2001-11-14T00:00:00
	MINIMUM DEPTH, water: -422.00 m * MAXIMUM DEPTH, water: -3.00 m
Event(s):	IBAM-Sed_SIRIA * LATITUDE: 37.937800 * LONGITUDE: -7.003200 * DATE/TIME START: 1999-01-13T00:00:00 * DATE/TIME END: 2001-11-14T00:00:00 * METHOD/DEVICE: Dredge (DRG)
Comment:	SIRIA (2001). Reference Situation in the Algarve Coastal Region Influenced by Alqueva Dam
Parameter(s):	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Sample number
	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Acess number from laboratory
	Sample ID (Sample ID) * PI: SIRIA Project Members * COMMENT: Reference sample in the collect
	DATE/TIME (Date/Time) * GEOCODE * PI: SIRIA Project Members * COMMENT: of collecting
	Project (Project) * PI: SIRIA Project Members
	Sample method (Sample method) * PI: SIRIA Project Members
	LATITUDE (Latitude) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving
	LONGITUDE (Longitude) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving
	DEPTH, water [m] (Depth water) * GEOCODE * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette
	Gravel [%] (Gravel) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Sandstone [%] (Sdst) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Mudstone [%] (Mudstone) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Grain size, mean [phi] (Grain size mean) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Standard deviation [±] (Std dev) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method * COMMENT: Of sample value
	Skewness (Skew) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
	Kurtosis (Kurt) * PI: SIRIA Project Members * METHOD/DEVICE: Grain size, sieving/pipette, moments method
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	6264 data points
*/
Sample ID (Sample number)	Sample ID (Acess number from laboratory)	Sample ID (Reference sample in the collect)	Date/Time (of collecting)	Project	Sample method	Latitude (Grain size, sieving)	Longitude (Grain size, sieving)	Depth water [m] (Grain size, sieving/pipette)	Gravel [%] (Grain size, sieving/pipette, ...)	Sdst [%] (Grain size, sieving/pipette, ...)	Mudstone [%] (Grain size, sieving/pipette, ...)	Grain size mean [phi] (Grain size, sieving/pipette, ...)	Std dev [±] (Of sample value, Grain size, ...)	Skew (Grain size, sieving/pipette, ...)	Kurt (Grain size, sieving/pipette, ...)
230	581	581	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0100	-7.0137	-45.30	29.67	66.61	3.72	0.260	2.300	1.600	8.190
231	582	582	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9988	-6.9855	-46.00	5.12	71.74	23.14	3.110	2.950	1.020	4.250
232	583	583	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9734	-6.9609	-50.00	27.89	27.75	44.36	3.080	4.730	0.340	1.610
233	584	584	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0040	-6.9437	-40.80	0.00	1.17	98.83	8.850	1.970	-0.770	3.340
234	585	585	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0309	-6.9700	-35.20	2.45	30.62	66.93	6.020	3.610	-0.210	2.010
235	586	586	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0312	-6.9298	-37.70	0.10	1.55	98.35	8.000	2.320	-0.240	2.180
236	587	587	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0632	-6.9581	-27.50	0.37	2.31	97.32	7.970	2.390	-0.420	2.750
237	588	588	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0895	-6.9501	-20.30	0.00	2.52	97.48	7.840	2.370	-0.130	1.860
238	589	589	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.1073	-6.9423	-15.60	0.21	3.86	95.93	7.760	2.430	-0.180	2.090
239	590	590	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.1295	-6.9356	-8.50	0.11	8.85	91.04	7.510	2.620	-0.200	2.030
240	591	591	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0757	-6.8297	-17.75	0.36	30.40	69.24	5.980	2.750	0.250	2.160
241	592	592	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0571	-6.8393	-20.00	5.24	94.48	0.28	1.430	1.100	-1.450	5.650
242	593	593	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0335	-6.8515	-25.34	5.37	31.34	63.29	5.590	3.780	-0.220	2.150
243	594	594	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0018	-6.8671	-34.82	0.00	22.26	77.74	6.930	2.940	-0.120	1.810
244	595	595	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9685	-6.8863	-42.21	0.07	6.25	93.68	7.510	2.490	-0.020	1.790
245	596	596	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9335	-6.9040	-51.71	0.00	2.29	97.71	7.860	2.310	-0.070	1.790
246	597	597	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9005	-6.9226	-66.37	0.00	0.73	99.27	8.500	2.080	-0.320	2.050
247	598	598	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8659	-6.9428	-86.57	0.00	0.67	99.33	8.560	1.980	-0.340	2.230
248	599	599	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8359	-6.9577	-99.95	0.00	0.93	99.07	8.550	1.990	-0.320	2.160
249	600	600	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8139	-6.9729	-108.00	1.23	10.59	88.18	7.680	2.900	-0.990	4.240
250	601	601	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7736	-6.9507	-115.50	0.00	17.11	82.89	7.330	2.730	-0.160	1.820
251	602	602	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8087	-6.9301	-100.00	0.10	0.81	99.09	8.620	1.960	-0.450	2.800
252	603	603	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8398	-6.9090	-85.00	0.00	0.74	99.26	8.640	1.940	-0.340	2.210
253	604	604	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8774	-6.8836	-61.00	0.00	0.47	99.53	8.460	2.010	-0.240	2.000
254	605	605	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9100	-6.8666	-42.00	0.04	1.90	98.06	7.980	2.280	-0.190	2.040
255	606	606	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9405	-6.8460	-41.00	0.38	5.97	93.65	7.720	2.530	-0.320	2.410
256	607	607	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9729	-6.8274	-33.00	0.54	21.86	77.60	6.140	2.680	0.510	2.380
257	608	608	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0044	-6.8064	-26.00	4.26	30.44	65.29	5.890	3.400	-0.220	2.640
258	609	609	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0318	-6.7921	-21.00	9.27	42.55	48.19	4.660	3.490	-0.030	2.850
259	610	610	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0502	-6.7779	-17.00	3.57	59.31	37.12	4.650	2.970	0.550	3.300
260	611	611	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0694	-6.7656	-13.00	5.86	55.10	39.04	4.190	3.210	0.230	3.470
261	612	612	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0401	-6.7088	-12.00	0.67	98.30	1.03	2.620	0.970	-0.250	11.780
262	613	613	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0168	-6.7256	-17.00	4.67	86.88	8.45	2.610	2.290	1.280	7.470
263	614	614	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9936	-6.7439	-21.00	5.90	64.10	30.00	3.940	2.790	0.520	4.250
264	615	615	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9711	-6.7614	-24.00	2.95	53.55	43.50	5.110	3.060	0.390	3.010
265	616	616	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9359	-6.7873	-32.00	1.47	29.52	69.01	5.910	2.850	0.290	2.750
266	617	617	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9025	-6.8059	-39.00	0.00	6.66	93.34	7.690	2.470	-0.140	1.790
267	618	618	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8735	-6.8292	-48.00	0.00	1.37	98.63	8.090	2.210	-0.160	1.880
268	619	619	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8400	-6.8533	-65.00	0.00	0.43	99.57	8.520	1.960	-0.270	2.120
269	620	620	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8112	-6.8747	-83.00	0.00	0.32	99.68	8.590	1.900	-0.250	2.140
270	621	621	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7784	-6.8993	-99.00	0.00	0.64	99.36	8.510	1.970	-0.260	2.110
271	622	622	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7391	-6.8603	-67.00	0.00	0.62	99.38	8.480	1.980	-0.220	2.040
272	623	623	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7701	-6.8329	-68.00	0.00	0.31	99.69	8.700	1.900	-0.340	2.190
273	624	624	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8037	-6.8089	-61.00	0.00	0.94	99.06	8.330	2.100	-0.280	2.180
274	625	625	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8331	-6.7856	-46.00	0.00	6.03	93.97	7.420	2.430	0.080	1.780
275	626	626	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8627	-6.7627	-34.00	0.24	43.19	56.57	5.630	2.660	0.860	2.450
276	627	627	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8931	-6.7387	-26.00	0.84	68.88	30.28	4.570	2.390	1.350	4.870
277	628	628	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9274	-6.7115	-21.00	3.34	94.03	2.63	2.450	1.450	-0.350	8.120
278	629	629	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9522	-6.6917	-19.00	5.12	92.33	2.56	2.070	1.560	-0.490	8.110
279	630	630	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9816	-6.6674	-17.00	7.64	80.20	12.15	2.740	2.660	0.920	5.370
280	631	631	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	37.0109	-6.6463	-14.00	52.17	42.84	4.99	-0.840	2.820	2.190	9.420
281	632	632	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9855	-6.5904	-12.00	0.63	87.86	11.51	3.700	1.730	2.350	11.750
282	633	633	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9557	-6.6139	-15.00	3.80	87.75	8.45	3.380	1.940	0.870	9.600
283	634	634	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9206	-6.6411	-17.00	13.62	84.98	1.40	1.790	2.160	-1.080	3.980
284	635	635	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8923	-6.6649	-19.00	1.02	95.74	3.24	3.160	1.080	-0.740	17.810
285	636	636	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8564	-6.6907	-23.00	0.43	89.18	10.39	3.630	1.410	2.800	17.030
286	637	637	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8224	-6.7197	-28.00	0.00	82.53	17.47	3.810	1.100	4.490	26.620
287	638	638	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7935	-6.7392	-41.00	0.00	5.69	94.31	7.440	2.410	0.060	1.880
288	639	639	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7657	-6.7647	-56.00	0.00	1.01	98.99	8.310	2.080	-0.280	2.290
289	640	640	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7332	-6.7870	-77.00	0.00	0.63	99.37	8.750	1.840	-0.360	2.360
290	641	641	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6998	-6.8131	-99.00	0.00	0.27	99.73	8.710	1.860	-0.300	2.200
291	642	642	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6733	-6.8348	-113.00	0.00	21.53	78.47	7.130	2.760	-0.070	1.740
292	643	643	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6599	-6.7836	-100.00	0.00	0.32	99.68	8.920	1.720	-0.370	2.510
293	644	644	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6752	-6.7675	-90.00	0.00	0.52	99.48	8.540	1.940	-0.250	2.110
294	645	645	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7005	-6.7453	-72.00	0.00	0.41	99.59	8.460	1.980	-0.220	2.050
295	646	646	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7241	-6.7207	-53.00	0.00	0.47	99.53	8.300	2.030	-0.160	2.000
296	647	647	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7483	-6.6969	-38.00	0.00	0.28	99.72	8.490	1.940	-0.200	2.060
297	648	648	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7794	-6.6695	-27.00	0.00	0.96	99.04	8.510	2.020	-0.390	2.280
298	649	649	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8110	-6.6410	-21.00	0.00	2.04	97.96	8.040	2.230	-0.230	1.990
299	650	650	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8395	-6.6137	-18.00	0.05	23.35	76.60	5.550	2.170	0.860	2.360
300	651	651	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8709	-6.5844	-16.00	0.00	45.17	54.83	5.170	2.420	1.400	3.540
301	652	652	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9053	-6.5519	-14.00	0.00	89.69	10.31	3.550	1.150	4.070	24.140
302	653	653	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.9281	-6.5279	-11.00	0.06	88.97	10.97	3.480	0.940	3.720	29.520
303	654	654	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8558	-6.4993	-10.00	0.00	4.76	95.24	8.430	2.270	-0.640	2.450
304	655	655	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8460	-6.5086	-14.00	0.05	51.04	48.91	4.610	1.900	2.050	6.800
305	656	656	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.8174	-6.5422	-16.00	1.02	12.63	86.34	6.280	2.600	0.220	3.060
306	657	657	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7843	-6.5758	-18.00	0.11	0.44	99.45	7.860	2.050	0.060	2.350
307	658	658	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7590	-6.6036	-21.00	0.00	2.27	97.73	7.670	2.300	0.020	1.800
308	659	659	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7326	-6.6378	-28.00	0.00	0.18	99.82	8.800	1.750	-0.300	2.380
309	660	660	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7050	-6.6666	-41.00	0.00	0.05	99.95	8.960	1.660	-0.330	2.470
310	661	661	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6817	-6.6967	-58.00	0.00	0.24	99.76	8.730	1.740	-0.160	2.200
311	662	662	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6624	-6.7148	-72.00	0.00	0.00	100.00	9.060	1.610	-0.330	2.440
312	663	663	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6498	-6.7313	-82.00	0.00	0.20	99.80	8.910	1.760	-0.410	2.460
313	664	664	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5947	-6.7275	-97.00	0.00	0.22	99.78	8.890	1.740	-0.340	2.340
314	665	665	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6129	-6.7034	-83.00	0.00	0.18	99.82	9.080	1.670	-0.480	2.650
315	666	666	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6291	-6.6801	-71.00	0.00	0.16	99.84	8.940	1.660	-0.270	2.380
316	667	667	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6424	-6.6612	-61.00	0.00	0.17	99.83	8.820	1.700	-0.270	2.450
317	668	668	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6602	-6.6386	-48.00	0.00	0.00	100.00	9.330	1.450	-0.440	3.010
318	669	669	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6769	-6.6143	-37.00	0.00	0.00	100.00	8.880	1.640	-0.180	2.280
319	670	670	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6977	-6.5863	-27.00	0.00	0.00	100.00	8.520	1.810	-0.080	2.080
320	671	671	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7155	-6.5605	-21.00	0.00	0.13	99.87	8.650	1.840	-0.260	2.190
321	672	672	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7337	-6.5393	-18.00	0.00	0.41	99.59	8.360	1.940	-0.110	2.060
322	673	673	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7498	-6.5140	-15.00	0.00	0.16	99.84	8.720	1.820	-0.340	2.400
323	674	674	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7629	-6.4977	-14.00	0.00	0.52	99.48	9.010	1.660	-0.510	3.100
324	675	675	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.7835	-6.4707	-10.00	0.16	1.72	98.12	8.920	1.840	-0.860	4.460
325	677	677	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6716	-6.4951	-20.00	0.00	0.24	99.76	8.810	1.880	-0.510	2.500
326	678	678	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6577	-6.5187	-24.00	0.00	0.85	99.15	8.810	1.860	-0.560	2.770
327	679	679	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6445	-6.5410	-30.00	0.00	1.49	98.51	5.970	1.840	1.520	4.490
328	680	680	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6285	-6.5693	-40.00	0.00	0.48	99.52	8.420	1.970	-0.200	2.070
329	681	681	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.6118	-6.5949	-51.00	0.00	0.35	99.65	8.470	1.930	-0.140	1.990
330	682	682	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5954	-6.6253	-53.00	0.00	0.25	99.75	8.670	1.850	-0.260	2.150
331	683	683	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5842	-6.6416	-70.00	0.00	0.59	99.41	8.680	1.840	-0.260	2.270
332	684	684	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5739	-6.6653	-79.00	0.00	1.94	98.06	8.610	1.940	-0.390	2.460
333	685	685	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5629	-6.6777	-87.00	0.00	3.07	96.93	8.550	2.000	-0.500	2.700
334	686	686	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5524	-6.6960	-98.00	0.11	3.06	96.83	8.500	2.080	-0.570	2.970
335	687	687	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5377	-6.7200	-109.00	0.00	32.44	67.56	6.670	2.910	0.180	1.530
336	688	688	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5259	-6.7438	-133.00	0.03	51.44	48.54	5.450	2.920	0.770	2.150
337	689	689	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5170	-6.7653	-188.00	0.36	40.33	59.31	5.790	2.870	0.590	2.160
338	690	690	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5025	-6.7871	-255.00	0.51	66.84	32.65	4.470	2.370	1.470	5.260
339	691	691	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5352	-6.8078	-251.00	0.00	67.05	32.95	4.570	2.380	1.670	4.600
340	692	692	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5481	-6.7907	-191.00	0.00	46.80	53.20	5.490	2.850	0.820	2.240
341	693	693	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5603	-6.7763	-143.00	0.00	50.81	49.19	5.660	3.080	0.590	1.810
342	694	694	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5713	-6.7578	-116.00	0.25	37.97	61.78	6.430	3.060	0.190	1.620
343	695	695	2001-02-06	SIRIA	SMT-Dredge SmitMacIntyre	36.5823	-6.7418	-102.00	0.05	18.51	81.44	7.700	2.710	-0.460	2.060
344	749	749	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6352	-6.7467	-93.00	0.00	0.00	100.00	9.100	1.650	-0.490	2.710
345	750	750	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6218	-6.7596	-100.00	0.00	4.37	95.63	8.430	2.080	-0.590	3.140
346	751	751	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6095	-6.7746	-108.00	0.24	39.35	60.41	6.170	2.940	0.360	1.800
347	752	752	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.5938	-6.7922	-130.00	0.09	40.94	58.97	6.160	3.030	0.290	1.670
348	753	753	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.5749	-6.8103	-188.00	0.00	42.33	57.67	5.740	2.920	0.620	1.980
349	754	754	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.5570	-6.8303	-269.00	0.13	61.03	38.83	4.750	2.420	1.520	4.180
350	755	755	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.5862	-6.8563	-279.00	0.00	69.31	30.69	4.310	2.230	1.840	5.570
351	756	756	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6014	-6.8358	-200.00	0.00	49.30	50.70	5.440	2.870	0.810	2.210
352	757	757	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6211	-6.8212	-138.00	1.20	53.33	45.46	5.410	3.150	0.450	2.320
353	758	758	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6361	-6.8052	-115.00	0.00	36.24	63.76	6.280	2.870	0.360	1.700
354	759	759	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6489	-6.7922	-107.00	0.00	0.00	100.00	9.010	1.640	-0.360	2.520
355	760	760	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6630	-6.8430	-121.00	0.35	46.79	52.85	5.820	2.950	0.500	1.920
356	761	761	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6476	-6.8544	-161.00	5.77	35.18	59.05	5.840	3.770	-0.420	2.630
357	762	762	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6389	-6.8676	-204.00	0.29	40.95	58.76	5.960	2.980	0.460	1.860
358	763	763	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6255	-6.8728	-225.00	0.26	59.61	40.14	4.940	2.670	1.150	3.130
359	764	764	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6100	-6.8868	-318.00	0.00	62.94	37.06	4.530	2.300	1.670	4.890
360	765	765	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6364	-6.9445	-422.00	0.09	78.25	21.67	3.980	1.950	2.280	8.310
361	766	766	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6569	-6.9269	-318.00	0.01	61.40	38.58	4.580	2.440	1.480	4.210
362	767	767	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6756	-6.9180	-239.00	0.17	45.45	54.38	5.650	2.890	0.690	2.110
363	768	768	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6959	-6.8926	-135.00	0.00	0.00	100.00	8.470	2.070	-0.320	2.040
364	769	769	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7166	-6.8739	-113.00	0.00	6.13	93.87	8.000	2.340	-0.320	2.110
365	770	770	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7603	-6.9117	-108.00	0.00	3.54	96.46	8.360	2.200	-0.530	2.690
366	771	771	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7393	-6.9255	-120.00	0.00	22.51	77.49	7.040	2.800	0.010	1.650
367	772	772	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7229	-6.9398	-157.00	18.01	26.85	55.15	4.700	4.870	-0.350	1.880
368	773	773	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7051	-6.9508	-233.00	0.00	34.50	65.50	6.400	3.010	0.230	1.610
369	774	774	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.6843	-6.9700	-353.00	0.00	63.53	36.47	4.520	2.530	1.430	4.050
370	775	775	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7398	-6.9715	-175.00	7.17	38.90	53.93	5.180	3.940	-0.170	2.220
371	776	776	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7490	-6.9608	-130.00	12.02	36.08	51.90	4.850	4.410	-0.400	2.390
372	777	777	2001-11-14	SIRIA	SMT-Dredge SmitMacIntyre	36.7614	-6.9555	-121.00	0.29	25.33	74.37	6.830	2.910	-0.020	1.860
